,DSI_Title,Text
Sanctions have enjoyed widespread political backing, including bipartisan support in the U.S., in part because they allow countries to pursue their foreign policy goals relatively cheaply and without committing their armies to fight, Dr. Newman said.

“The defining feature of this geopolitical landscape is this increasing interdependence between economic and security spheres,” she said. “Countries continue to rely on those tools for foreign policy. Business is left having to navigate it.”"
15,AK_Doc1_Biden_End_Emerg.docx,"WASHINGTON (AP) — President Joe Biden informed Congress on Monday that he will end the twin national emergencies for addressing COVID-19 on May 11, as most of the world has returned closer to normalcy nearly three years after they were first declared. The move to end the national emergency and public health emergency declarations would formally restructure the federal coronavirus response. 



It comes as lawmakers have already ended elements of the emergencies that kept millions of Americans insured during the pandemic. Biden’s announcement comes in a statement opposing resolutions being brought to the floor this week by House Republicans to bring the emergency to an immediate end. 



Then-President Donald Trump’s Health and Human Services Secretary Alex Azar first declared a public health emergency on Jan. 31, 2020, and Trump later declared the COVID-19 pandemic a national emergency that March. The emergencies have been repeatedly extended by Biden since he took office in January 2021, and are set to expire in the coming months. 



“An abrupt end to the emergency declarations would create wide-ranging chaos and uncertainty throughout the health care system — for states, for hospitals and doctors’ offices, and, most importantly, for tens of millions of Americans,” the Office of Management and Budget wrote in a Statement of Administration Policy. 



Congress has already blunted the reach of the public health emergency that had the most direct impact on Americans. “In some respects, the Biden administration is catching up to what a lot of people in the country have been experiencing,” said Larry Levitt, the executive vice president for health policy at Kaiser Family Foundation. 



The costs of COVID-19 vaccines are also expected to skyrocket once the government stops buying them. Only 15% of Americans have received the recommended, updated booster that has been offered since last fall. 



Legislators did extend for another two years telehealth flexibilities that were introduced as COVID-19 hit. The Biden administration had previously considered ending the emergency last year, but held off amid concerns about a potential “winter surge” in cases and to provide adequate time for providers, insurers and patients to prepare for its end.



Officials said the administration would use the next three months to transition the response to conventional methods. “To be clear, continuation of these emergency declarations until May 11 does not impose any restriction at all on individual conduct with regard to COVID-19,” the administration said. 



Moments before the White House’s announcement, Rep. Tom Cole, R-Okla., accused the president of unnecessarily extending the public health emergency. “The country has largely returned to normal,” Cole said Monday, introducing a Republican-backed bill calling for an end to the health emergency. 



The House was scheduled to vote Tuesday on legislation that would terminate the public health emergency. The bill’s author, Rep. Brett Guthrie, R-Ky., said he still hopes the House will proceed with a vote. He said he was surprised by the White House move, but thinks the legislation may have played a role in prompting the administration to act."
16,BW_Doc2_Divided_Climate.docx,"More than a year into Joe Biden’s presidency, the public is divided over the administration’s approach to climate change: 49% of U.S. adults say the Biden administration’s policies on climate change are taking the country in the right direction, while 47% say these climate policies are taking the country in the wrong direction.

Climate change has been among the top priorities of the Biden administration, whose actions on the issue include rejoining the Paris Climate Agreement and passage of an infrastructure bill with funding for renewable energy. More recent legislative efforts on climate have stalled in Congress, and a Supreme Court decision in June curtailed the ability of the Environmental Protection Agency to regulate power plant emissions.

Ratings of Biden’s approach to climate change – and the federal government’s role dealing with the issue – are deeply partisan. A majority of Republicans and independents who lean to the GOP (82%) say Biden’s climate policies are taking the country in the wrong direction. Among Democrats and Democratic leaners, most say Biden is moving the country in the right direction on climate policy (79%).

But in a sign of Democratic frustration with progress tackling climate change, there’s discontent within the party even among those who say Biden’s policies are taking the country in the right direction. Among Democrats who back the direction of the administration’s climate policies, 61% say the administration could be doing a lot more on climate; far fewer (37%) say they are doing about as much as can be expected. 

While the public is divided over Biden’s approach to climate change, a majority of Americans continue to see room for more federal action on the issue: 58% say the federal government is doing too little to reduce the effects of global climate change, compared with just 18% who say it is doing too much (22% say it is doing about the right amount). Here again, partisan differences are wide, with Democrats much more likely than Republicans to say the federal government is doing too little to reduce the effects of climate change (82% vs. 28%).

Despite these polarized attitudes, the Pew Research Center survey of 10,282 U.S. adults conducted from May 2 to 8, 2022, finds broad public agreement on some specific policies to address climate change. A large majority of Americans (90%) say they favor planting about a trillion trees to absorb carbon emissions to help reduce the effects of climate change, and 79% favor providing a tax credit to encourage businesses to develop technology to capture and store carbon emissions. Both of these policies are backed by sizable majorities of Republicans and Democrats alike.

The survey, fielded before the Supreme Court’s decision limiting the EPA’s authority to regulate power plant emissions, finds 72% of Americans favor requiring power companies to use more energy from renewable sources, like wind and solar, and 68% back taxing corporations based on the amount of carbon emissions they produce. Partisan gaps are more pronounced on these"
17,JS_Doc3_The-Awkward-Issue.docx,"On no topic is the bifurcation of America’s media more evident than that of the president’s age. To the conservative media world, Joe Biden’s imagined senility is a staple. Republican figures routinely call for him to take cognitive tests. The term “dementia” is bandied about. By contrast, the closest traditional outlets have come to addressing Biden’s age is a spate of reports into the low ratings of his vice-president, Kamala Harris. For them, it is as if openly acknowledging Biden’s advancing years would validate the conspiracy mongers.



That is a mistake. There is no reason to think that Biden is suffering from anything more than traits that characterised him in younger decades, such as foot-in-mouth disease and a tendency to talk too much. Neither of these is degenerative. In fact, Biden’s malapropisms have noticeably dropped off since he became president while his prolixity is limited by the White House teleprompter. There are some grounds to suspect he is getting more forgetful — he implied twice last year that Taiwan was a formal ally of the US, a claim his staff had to correct. But there are none to suggest he is senile or suffering from dementia.



Yet that will not stop Biden’s age from becoming a liability. It already is. The president’s official line is that he is planning to run again. Just 41 per cent of Democratic voters believe Biden would have a better chance of winning the 2024 election than another Democratic candidate. The equivalent number for Donald Trump among Republican voters is 57 per cent. Some of that gap is to do with age. Although Trump is only four years his junior, Biden will become the first sitting US president to turn 80 in November. It strains credulity to believe he could have sufficient energy at the end of his second term, when he would be 86.



Treating the topic as off-limits is not a solution. During the last campaign, Biden’s team briefly debated whether to declare he would be a one-term president. They rejected it on the grounds that would turn him into an instant lame-duck. That logic still holds. Even if Biden does plan to step down after his first term, as many Democrats predict, it would be self-defeating to make it known. Presidential power is a diminishing commodity. Voluntarily conceding more makes little sense.



Yet Biden dropped strong hints in the campaign that one term would be his fill. He described himself as a “bridge” to a younger cohort. Campaign staff depicted him as a “transitional figure”. Voters could be forgiven for having thought they were being asked to endorse a stop-gap president whose main role was to dispense with Trump and pave the way for the next generation.



That should still be Biden’s goal. Which brings us to the Harris predicament. It is commonplace in Washington for Harris to be dismissed as a lightweight who is stumbling in her duties. Opinion polls back that up. A recent one has her at the lowest rating of any vice-president in modern US history. It may be true that Harris could not win the presidency — let alone be a successful leader — but Biden’s White House is not giving her much chance to disprove that.



Among recent vice-presidents, only Mike Pence, Trump’s number two, has had less Oval Office sway. Al Gore as Bill Clinton’s vice-president, Dick Cheney as George W Bush’s and Biden himself as Obama’s all played far larger roles. The assumption was that Harris was added to the ticket because of her identity — a non-white woman who could shield Biden from the impression he was a throwback. Having helped Biden win the election, Harris appears to have served her main purpose.



Though Harris has several nominal roles, the public seems only to have noticed that of stemming migration from Central America’s “northern triangle”. The term poisoned chalice springs to mind. Given Central America’s endemic corruption, Biden might as well have asked her to fix Afghanistan. It would be more far-sighted to hand over easier wins, such as fighting corporate monopolies or, given her prosecutorial skills, helping urban mayors like New York’s Eric Adams to combat crime — and reform (not “defund”) the police. That would cast Harris in a different light.



Succession planning is always a fraught business. The risk is that Biden wants to run again but will change his mind at the last moment. Treating Harris as a spent asset is self-fulfilling. Building up a field of potential successors — his vice-president among them — is Biden’s only responsible insurance policy."
18,BW_Doc1_Climate_Biden.docx,"In 2020, Joe Biden ran for president on the most ambitious climate action platform of any major presidential candidate in U.S. history. As President Biden reaches the midway point of his first term in office, it’s time to take stock of what his administration has accomplished, what is still a work in progress, and what is off track.  

In 2021, with Biden’s signature Build Back Better legislation stalled in Congress, I graded the administration’s overall climate performance “incomplete.” Fortunately, with a new name and moderate revisions to its climate policy features, Biden was able to sign the Inflation Reduction Act into law in August 2022, raising his overall climate grade to a strong A-. But he will need to stay focused and implement superbly to maintain, and hopefully further improve, his grade.

Here’s how the Biden administration has performed so far across 10 key climate priorities: 

Achieved 

1. Commit to cut total greenhouse gas emissions by at least 50% by 2030: Achieved. 

In April 2021, President Biden set a new national goal to reduce emissions by 50-52% from 2005 levels by 2030, formalizing it in an updated nationally determined contribution (NDC) under the Paris Agreement. Achieving this goal will be a major challenge, but it remains within reach thanks to progress made in 2022 (see #2).  

2. Pass a major climate-smart economic stimulus package after COVID-19: Achieved. 

Congress enacted the Inflation Reduction Act in August 2022, the largest piece of climate legislation in U.S. history. Building on the Infrastructure Investment and Jobs Act (or Bipartisan Infrastructure Law) passed in 2021, the Inflation Reduction Act establishes a comprehensive set of clean energy incentives, mostly through decade-long tax credits for everything from electric vehicles to direct air capture and sequestration of carbon dioxide.  

Although official estimates peg the climate investments included in the Inflation Reduction Act at $370 billion over 10 years, most of the tax credits it established are uncapped, meaning that the total investment could be much greater if consumers and businesses aggressively take advantage of the incentives. Economic modeling indicates that the Inflation Reduction Act itself could reduce 2030 emissions by 1 billion tons, leaving a 0.5 billion ton gap to achieving the U.S. 2030 emissions target — a gap that could be closed by complementary federal regulations and state and local action. 

3. Tackle super pollutants. Achieved.

Super pollutants like hydrofluorocarbons (HFCs) and methane are emitted in smaller quantities than carbon dioxide, but pound for pound trap much more heat. Tackling super pollutants is a key component of any comprehensive climate strategy.  

The Senate ratified the international Kigali Amendment on reducing HFCs in September 2022, and EPA has issued regulations to phase down HFCs, as directed by the American Innovation and Manufacturing Act enacted in 2020.  

In November 2022, the Biden administration released an updated Methane Action Plan, which includes 50 specific measures backed by $20 billion in funding provided by the Bipartisan Infrastructure Law, the Inflation Reduction Act and annual appropriations. The Inflation Reduction Act includes a methane"
19,AT_Doc1_Days-Before-The.docx,"Days before the US government could start to run out of money and default on its debt, Congress has approved a deal to lift the country's borrowing limit.



US President Joe Biden and Republican House Speaker Kevin McCarthy hammered out the agreement after weeks of high-stakes budget negotiations to prevent global financial chaos.



It now awaits Mr Biden's signature to be signed into law.



This is how we got here and what it means.



So what is the debt ceiling?

Also known as the debt limit, this is a law that limits the total amount of money the government can borrow to pay its bills.



This includes paying for federal employees, the military, Social Security and Medicare, as well as interest on the national debt and tax refunds.



Every so often, US Congress votes to raise or suspend the ceiling so it can borrow more.



The cap currently stands at roughly $31.4tn (£25.2tn). That limit was breached in January, but the Treasury Department used ""extraordinary measures"" to provide the government with more cash while it figured out what to do.



Historically, it's a formality for Congress to raise the limit as needed, but in recent years, as the parties have become more polarised, they can't seem to agree on the terms.



Treasury Secretary Janet Yellen warned that without more borrowing, the US will not have enough money to meet all of its financial obligations as soon as 5 June.



What's in the deal?

Last month, Republicans put forward a deal to keep spending for key agencies at 2022 levels during the next financial year - and limit growth to 1% annually over the next decade.



The proposal would have repealed key priorities of the Biden administration, such as student loan forgiveness and tax incentives for electric vehicles. They also wanted more work requirements for those receiving healthcare and food welfare.



They did not get all they wanted, but neither did Mr Biden's Democrats.



The deal means a freeze on non-defence budgets for 2024, followed by a 1% rise the following year and no budget caps after 2025.



What happens now?

The House of Representatives passed the 99-page bill on Wednesday, and the Senate passed the bill today.



Members of both political parties have expressed disquiet at the agreement.



On the right, some Republicans think it does not go far enough in curbing spending.



And on the other side, some Democrats are unhappy at the extra work requirements on some benefit recipients.



It now heads to President Joe Biden's desk to be signed into law.



What happens if the US defaults on its debt?

This has never happened before, so it is not entirely clear, but it would cause major economic damage.



The government would no longer be able to pay the salaries of federal and military employees, while Social Security cheques - payments that millions of pensioners in the US rely on - would stop. Companies and charities that count on government funds would be in peril."
20,FM_Doc3_Biden_Faces_Flak.docx,"WASHINGTON -- President Biden's new border strategy so far appears to have deterred the record migrant influx many feared following the expiration of Title 42, but the revised system is already proving vulnerable to lawsuits and political attacks from the right and left.

Mr. Biden's new course at the border relies on stiff consequences for illegal border crossings involving requests for asylum, while allowing tens of thousands of asylum seekers to enter the country each month by legal means.

Arrests of migrants crossing from Mexico illegally have dropped from the levels seen in the days leading up to Title 42's expiration, officials have said. Releases of migrants out of Border Patrol detention appeared to be slowing.

In the last couple of days, the U.S. Border Patrol has seen a 50% drop in arrests, Homeland Security Secretary Alejandro Mayorkas said on CNN on Sunday. That decline brings daily crossings roughly in line with the lull experienced in January, when arrests across the U.S.-Mexico border fell to between 4,000 and 5,000 a day.

More migrants remaining in Mexico have decided to try making an asylum appointment using a new government app, rather than crossing illegally and risking a higher penalty if they are caught.

Still, the new approach is already angering some of Mr. Biden's fellow Democrats along with Republicans, with the former arguing the new restrictions on asylum seekers are inhumane, and the latter saying the policy is lax and continues to admit migrants who shouldn't be in the U.S.

Rep. Mark Green (R., Tenn.), chairman of the House Homeland Security Committee, said the short-term drop isn't meaningful. ""The numbers have fallen off for a couple of days, but . . . they can't predict the peak,"" Rep. Green said Sunday, also on CNN.

""Overwhelmingly, when these cases get adjudicated, they're found that there was no such oppression and they're told to go back home,"" Sen. Mitt Romney (R., Utah) said in an interview, regarding migrants claiming asylum because of fears of persecution back home. ""But most of these people that come in illegally, we don't know where they are.""

Rep. Joaquin Castro (D., Texas) said the Biden administration was putting asylum seekers in danger by processing some of them in other countries rather than in the U.S.""I think it's bad policy,"" Mr. Castro said on the BBC's ""Americast"" podcast. ""I think it was bad when Donald Trump did it. I think it's bad that the Biden administration is choosing to take that course.""

The Biden administration is arguing that while deterrence measures are needed to persuade migrants not to cross into the U.S. illegally, people will eventually try the border unless they are given alternative legal ways into the country. Some say knocking down any major element of the approach could threaten to unravel everything.

At the same time, the state of Florida sued and temporarily blocked the use of an emergency practice the Biden administration had adopted of releasing migrants with temporary permission to live legally in the U.S. when Border Patrol stations become dangerously overcrowded."
21,AK_Doc3_Biden_Admin_COVID.docx,"The Biden administration plans to end the Covid public health emergency this spring, as the U.S. shifts away from responding to the pandemic as a national crisis and instead manages the virus more like a seasonal respiratory disease.



The White House, in a statement on Monday, said it would terminate on May 11 the public health and national emergencies that the Trump administration first declared in 2020.



The statement issued by the Office of Management and Budget expressed the White House’s strong opposition to House Republican legislation aiming to immediately end the emergency declarations.



The public health and national emergencies have enabled hospitals and other health-care providers to respond more flexibly when faced with spikes in patient volume during Covid surges.



Enrollment in Medicaid also has surged because Congress basically barred states from withdrawing people from the program, citing the public health emergency.



A provision tucked in federal spending legislation passed in December allows states to start withdrawing people from Medicaid in April.



Although the emergency declarations will remain in place until spring, the federal response to the pandemic has already been scaled back as funding has dried up. Congress has failed for months to pass a White House request for $22.5 billion in additional funding for the Covid response.



The Health and Human Services Department has promised to give states 60 days notice before ending the emergency so the health-care system has time to prepare for a return to normal.



The public health emergency has been extended every 90 days since January 2020 as the virus has evolved into new variants and thrown repeated curveballs over the past three years. HHS just extended the emergency earlier this month.



The OMB said abruptly ending the emergencies in the way laid out in the Republican legislation would “create wide-ranging chaos and uncertainty throughout the health care system.”



Terminating the declarations without giving hospitals time to adjust would lead to “disruptions in care and payment delays, and many facilities around the country will experience revenue losses,” according to the OMB statement.



It would also “sow confusion and chaos” in the process of winding down the Medicaid-coverage protections, OMB said.



The White House is also planning to transition the Covid vaccines to the private market in the near future, though the exact timing is unclear. This means the cost of the vaccines would be covered by patients’ insurance policies rather than the federal government.



Moderna and Pfizer have both said they may charge as much as $130 per dose of vaccine, quadruple what the federal government pays.



Covid has killed more than 1 million people in the U.S. since 2020. Deaths have dropped dramatically since the pandemic peak during winter 2021, but nearly 4,000 people are still succumbing to the virus every week."
22,JMK_Doc3_Covid’s-deadly-trade-offs-by-the-numbers-How-each-state-has-fared-in-the-pandemic.docx,"From the early days of the Covid-19 pandemic, the toughest decisions about how to combat the virus fell on state leaders. Which businesses should stay open and which should shut their doors? Should schools close and for how long? Should masks be mandated?The answers weren’t obvious. State officials had limited information about the virus, and the trade-offs were difficult. Protect residents’ health and instruct them to stay home – but risk driving companies out of business and accelerating unemployment. Keep businesses open – but risk a rise in hospitalizations and deaths. Close schools to control spread – but risk damaging kids’ education.There was no optimal way to make those choices, and we’re still debating them. But nearly two years after the first cases of Covid-19 were detected in the United States, we are beginning to get enough data to start assessing the implications of those policy choices.POLITICO’s State Pandemic Scorecard pulls together what we know so far about how states fared during the pandemic, and how the choices each made impacted its residents, businesses and schools. The scorecard groups available data for policy outcomes into four categories — health, economy, social well-being and education — and generates scores in each area between zero and 100."
23,JS_Doc2_Financial-Regulation-Climate.docx,"Financial Regulation, Climate Change, and Climate-related Risk Disclosure



Quick Take

The SEC issued a proposed climate risk disclosure rule in March 2022 that would require companies to disclose information about financial and business risks posed by climate change. A final rule is expected by fall 2023.

Why it Matters

The impacts of climate change pose enormous risk to the U.S. financial system. These risks can be physical, such as damaged infrastructure and transportation networks due to increasingly severe weather events, wildfires, and sea-level rise, or transitional, such as investment values changing with underlying shifts in energy and climate policy or consumer demand. This climate-related risk results in financial risk for businesses and investors. At the same time, a growing number of companies are setting net-zero goals and other GHG emissions targets, but their reporting is too fragmented and inconsistent to be useful to investors and regulators. Financial regulators are taking steps to understand how climate risks can affect companies, investors, and financial markets.

many investors are demanding information on climate-related risks, and companies have started to build out their disclosures in response. Concerned that voluntary climate disclosures do not adequately protect investors, the Securities and Exchange Commission (SEC) determined that additional disclosure requirements are necessary to provide consistent, comparable information about climate risks in the financial markets.

The SEC requires publicly traded companies to disclose a range of information related to business risks through regular filings. As part of the SEC’s mission to protect investors and maintain fair markets, the commission has broad authority to promulgate disclosure requirements that are “necessary or appropriate in the public interest or for the protection of investors.” (15 USC 77g, 15 USC 78l, 78m, and 78o)

In addition to the SEC, other financial regulatory agencies, such as the Federal Reserve, the Department of Treasury, the Commodity Futures Trading Commission, the Federal Deposit Insurance Corporation, and the Department of Labor’s Employment Benefits Security Administration have taken action to understand and address climate-related risk in the financial sector.

Current Status

In March 2022, the SEC released a climate risk disclosure rule proposal that would require publicly traded companies to provide information about the climate-related risks that the business faces, and a final rule is expected this fall. In addition, SEC issued two proposed rules for ESG funds and other financial regulators have taken steps to incorporate climate risk.

Mar. 21, 2022 The SEC proposes a new rule with requirements for publicly traded companies to disclose climate-related information in registration statements and periodic reports, including information regarding climate risks (such as how extreme weather and energy transitions might affect their business), and certain climate-related financial statement metrics. The regulation would also require registrants in certain cases to disclose direct greenhouse gas emissions associated with their customers and suppliers, as well as emissions associated with purchased electricity. Additionally, the proposal would require companies that advertise emissions reduction goals to detail how they plan to achieve these goals, their reliance on carbon offsets, and their progress so far."
